id,byte,mask,internalName,nameId,targetType,skillType,lawful,delay,costMp,costHp,iconGfxId,iconGfxFrameId,ranged,costMaterialsId,costMaterialsCount,costLawful,maxMpReduction
168,20,0x80,钢铁防护,268,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,30,0,10369,27,0,0,0,0,0
169,21,0x01,EARTH SOUL,122,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,40,0,10369,26,0,25,2,0,0
170,21,0x02,水之元气,249,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,0,1,0,10369,9,9,25,1,0,0
171,21,0x04,属性之火,264,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,20,0,10369,25,0,25,1,0,0
172,21,0x08,暴风疾走,179,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,10,0,10369,33,0,25,1,0,0
173,21,0x10,污浊之水,175,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,4200,20,0,10369,30,3,25,1,0,0
174,21,0x20,Striker Gale,127,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,3000,10,0,10369,34,-1,25,5,0,0
175,21,0x40,烈焰之魂,265,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,30,0,10369,31,0,25,3,0,0
176,21,0x80,SOUL BURNING,129,SKILLS_TARGET_NONE,SKILLS_TYPE_NA,SKILLS_LAWFUL_NEUTRAL,0,40,0,10369,21,0,25,2,0,0
177,22,0x01,Shadow Shield,149,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,1000,20,0,10369,37,0,0,0,0,-6
178,22,0x02,Hit Up,150,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,1000,36,0,10369,38,0,0,0,0,-4
179,22,0x04,Attack Up,151,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,1000,34,0,10369,39,0,0,0,0,-4
180,22,0x08,Avoid Up,152,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,1000,28,0,10369,40,0,0,0,0,-6
181,22,0x10,Dark Er,153,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,4000,40,0,10369,41,0,27,2,0,-6
182,22,0x20,Stealth,154,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,14000,20,50,10369,42,0,27,3,0,0
183,22,0x40,Dark Teeth,155,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,2000,46,0,10369,43,0,27,3,0,-6
184,22,0x80,Bloodfury Blade,156,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,2000,16,0,10369,44,8,0,0,0,-4
185,23,0x01,Curse Weakness,157,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,4000,40,0,10369,45,0,27,2,0,-6
186,23,0x02,Curse Bleed,158,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,4000,38,0,10369,46,0,27,3,0,-6
187,23,0x04,Curse Lost,159,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,4000,32,0,10369,47,0,27,4,0,-6
188,23,0x08,Double Destroy,160,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,3000,38,0,10369,48,0,27,3,0,-4
189,23,0x10,Wind Shadow,161,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,4000,40,0,10370,2,0,27,3,0,-6
190,23,0x20,Burning Spirit,162,SKILLS_TARGET_NONE,SKILLS_TYPE_BUFF,SKILLS_LAWFUL_NEUTRAL,3000,36,0,10370,0,0,27,3,0,-6
191,23,0x40,Final Attack,163,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,9000,0,0,10370,1,1,27,3,0,0
192,23,0x80,Earth Bind,110,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,4000,10,0,10369,15,-1,25,2,0,0
193,24,0x01,点燃,173,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,0,60,0,10370,8,8,0,0,0,-7
194,24,0x02,冰矛,174,SKILLS_TARGET_MAPOBJECT,SKILLS_TYPE_ATTACK,SKILLS_LAWFUL_NEUTRAL,1000,36,0,10367,49,6,0,0,0,-6
195,24,0x04,Awaken: Glaurung,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
196,-1,0x00,Reserved 196,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,-1,0x00,Reserved 197,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,-1,0x00,Reserved 198,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,-1,0x00,Reserved 199,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,-1,0x00,Reserved 200,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,25,0x01,Mirror,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,25,0x02,Confusion,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,25,0x04,Smash,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,25,0x08,Illusion: Ogre,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,25,0x10,Cube: Burn,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,25,0x20,Concentration,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,25,0x40,Mind Break,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,25,0x80,Bone Break,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,26,0x01,Illusion: Lich,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,26,0x02,Cube: Eruption,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,26,0x04,Patience,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,26,0x08,Phantasm,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,26,0x10,Arm Break,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,26,0x20,Illusion: Diamond Golem,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,26,0x40,Cube: Shock,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,26,0x80,Insight,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,27,0x01,Panic,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
218,27,0x02,Joy of Pain,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,27,0x04,Illusion: Avatar,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,27,0x08,Cube: Harmonize,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,-1,0x00,Reserved 221,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,-1,0x00,Reserved 222,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,-1,0x00,Reserved 223,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,-1,0x00,Reserved 224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,-1,0x00,Reserved 225,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,-1,0x00,Reserved 226,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,-1,0x00,Reserved 227,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,-1,0x00,Reserved 228,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,-1,0x00,Reserved 229,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,-1,0x00,Reserved 230,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,-1,0x00,Reserved 231,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,-1,0x00,Reserved 232,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,-1,0x00,Reserved 233,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,-1,0x00,Reserved 234,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,-1,0x00,Reserved 235,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,-1,0x00,Reserved 236,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,-1,0x00,Reserved 237,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,-1,0x00,Reserved 238,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,-1,0x00,Reserved 239,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
